s_m,x_m,y_m,curvature_1_m,track_width_m
768.0,96.20852794090767,45.340393586485156,-0.024905574828267052,12.0
770.0,94.31606925899831,45.989964965495,-0.022974881829486943,12.0
772.0,92.44909994757712,46.72853090140865,-0.02112310435588922,12.0
774.0,90.6092837862828,47.548377882158995,-0.01937466097450433,12.0
776.0,88.79828455475405,48.4417923956789,-0.01774202185783832,12.0
778.0,87.01776603262962,49.40106092990125,-0.0162286325215992,12.0
780.0,85.26939199954823,50.418469972758906,-0.01483142879296994,12.0
782.0,83.55482623514858,51.48630601218476,-0.013542814482969318,12.0
784.0,81.87569719984076,52.596824380926286,-0.010616142961912111,12.0
786.0,80.2259387121987,53.73549294773216,-0.0005294738577525245,12.0
788.0,78.58221405946377,54.872545199796235,0.009710146882905491,12.0
790.0,76.91883370205797,55.97613918952637,0.019927382296385295,12.0
792.0,75.21209576752595,57.01628741658662,0.022537892332113434,12.0
